"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7936","@smokeTCRegister","chromium","2026-03-15","passed","2026-03-15","parabank test","TC.spec.js","",""
